what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286042951986
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286042962454
opened,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286042962844
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286042962922
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1286043061327
started,bundle,org.eclipse.mylyn.ide.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.ide.ui",1286043262910
started,bundle,org.eclipse.mylyn.java.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.java.ui",1286043262941
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043263113
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043268745
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043269930
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043297043
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043300584
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.delete",1286043306762
started,bundle,org.eclipse.debug.ui,3.6.0.v20100601-1530,"org.eclipse.debug.ui",1286043315810
started,bundle,org.eclipse.jdt.debug,3.6.0.v20100526,"org.eclipse.jdt.debug",1286043316153
started,bundle,org.eclipse.jdt.debug.ui,3.5.0.v20100602-0830,"org.eclipse.jdt.debug.ui",1286043316387
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043317713
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043317744
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043318103
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043320225
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043320443
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043322144
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043430486
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043534866
executed,command,org.eclipse.ui,3.6.0.I20100603-1100,"org.eclipse.ui.edit.text.contentAssist.proposals",1286043577438
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043592008
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043594114
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043594177
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043596033
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286043597796
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286043615223
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043659855
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043661727
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043677561
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043681180
deactivated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043681243
activated,workbench,org.eclipse.ui.workbench,3.6.0.I20100603-1100,"",1286043684503
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286043688434
activated,editor,org.eclipse.jdt.ui,3.6.0.v20100602-1600,"org.eclipse.jdt.ui.CompilationUnitEditor",1286043697844
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1286043707578
